id	num	pos.score	pos.p.value	pos.fdr	pos.rank	pos.goodsgrna	pos.lfc	group
EXTL2	12	0.53774	0.55722	0.999965	176	1	-2.9481	VVA_plus
SLC35B2	12	0.87694	0.87772	0.999965	291	0	-3.0527	VVA_plus
PAPSS1	13	0.88469	0.88441	0.999965	294	0	-3.1313	VVA_plus
UGT1A6	6	0.59229	0.59178	0.999965	190	0	-3.1854	VVA_plus
ALG13	7	0.47992	0.47945	0.999965	160	0	-3.2168	VVA_plus
GALNT3	11	0.011531	0.036982	0.999965	12	4	-3.2547	VVA_plus
ST6GAL1	12	0.26869	0.38449	0.999965	106	2	-3.3192	VVA_plus
GALNS	11	0.57176	0.57687	0.999965	183	1	-3.3711	VVA_plus
B3GNT4	14	0.17888	0.29907	0.999965	77	2	-3.3965	VVA_plus
GALNT14	12	0.61511	0.61962	0.999965	198	1	-3.4749	VVA_plus
COG5	14	0.94592	0.94564	0.999965	322	0	-3.475	VVA_plus
HPSE2	10	0.27071	0.35389	0.999965	108	1	-3.5167	VVA_plus
GALNT6	12	0.1407	0.2396	0.999965	65	1	-3.5195	VVA_plus
GNPNAT1	8	0.78202	0.7844	0.999965	255	0	-3.5243	VVA_plus
GMPPB	10	0.52331	0.52955	0.999965	171	1	-3.5426	VVA_plus
GAL3ST1	11	0.47844	0.50326	0.999965	159	1	-3.5809	VVA_plus
ARSB	12	0.10837	0.20358	0.999965	53	1	-3.6448	VVA_plus
PIGM	10	0.19177	0.29015	0.999965	83	2	-3.6465	VVA_plus
NAGK	11	0.066028	0.14495	0.999965	34	3	-3.6954	VVA_plus
XYLT2	10	0.43764	0.46136	0.999965	144	1	-3.708	VVA_plus
SLC35C2	9	0.067047	0.127	0.999965	36	2	-3.7152	VVA_plus
CTNS	12	0.62884	0.63143	0.999965	204	1	-3.744	VVA_plus
GALC	13	0.13926	0.24744	0.999965	64	2	-3.7478	VVA_plus
SULT1C2	12	0.59961	0.60664	0.999965	191	1	-3.7925	VVA_plus
FUT9	12	0.21689	0.32406	0.999965	88	1	-3.7978	VVA_plus
SLC35A4	12	0.79487	0.79578	0.999965	266	0	-3.8052	VVA_plus
PIGA	15	0.23122	0.35929	0.999965	94	1	-3.8126	VVA_plus
SLC35D3	9	0.27694	0.33653	0.999965	110	1	-3.8227	VVA_plus
POGLUT1	13	0.076366	0.16367	0.999965	40	3	-3.8315	VVA_plus
CHST5	14	0.56492	0.59621	0.999965	182	1	-3.8482	VVA_plus
B3GNT9	10	0.79547	0.79454	0.999965	267	0	-3.8494	VVA_plus
MAN2A2	12	0.88557	0.88613	0.999965	295	0	-3.86	VVA_plus
POMGNT1	11	0.25337	0.3671	0.999965	100	2	-3.8724	VVA_plus
CHST3	13	0.10799	0.21519	0.999965	51	1	-3.8853	VVA_plus
ASAH1	11	0.24266	0.35478	0.999965	95	2	-3.8865	VVA_plus
UGT1A10	11	0.76293	0.76244	0.999965	247	0	-3.9668	VVA_plus
ST8SIA1	10	0.15402	0.24201	0.999965	68	2	-3.982	VVA_plus
HEXA	10	0.6325	0.63183	0.999965	207	0	-4.0367	VVA_plus
NAAA	12	0.047036	0.10855	0.999965	29	3	-4.0533	VVA_plus
MGAT4A	12	0.43562	0.48801	0.999965	143	1	-4.0604	VVA_plus
PIGC	14	0.45145	0.53089	0.999965	150	1	-4.078	VVA_plus
NEU1	12	0.81526	0.81572	0.999965	275	0	-4.0818	VVA_plus
GBA	10	0.16727	0.25881	0.999965	71	1	-4.083	VVA_plus
SLC35B1	9	0.8963	0.89607	0.999965	301	0	-4.0876	VVA_plus
ST6GALNAC1	12	0.5437	0.56162	0.999965	178	1	-4.0963	VVA_plus
MGAT5B	10	0.61245	0.61179	0.999965	194	0	-4.1358	VVA_plus
HAS1	13	0.47659	0.52817	0.999965	157	1	-4.1389	VVA_plus
SLC35E2	6	0.67087	0.66964	0.999965	215	0	-4.1466	VVA_plus
B3GAT1	11	0.044807	0.10434	0.999965	27	3	-4.1592	VVA_plus
B4GALNT4	12	0.26284	0.37767	0.999965	105	2	-4.1602	VVA_plus
PPBP	10	0.034635	0.081005	0.999965	24	2	-4.1616	VVA_plus
GALNT18	12	0.2165	0.3236	0.999965	87	2	-4.1638	VVA_plus
LIPA	14	0.080302	0.17362	0.999965	44	2	-4.1651	VVA_plus
CHST11	13	0.17388	0.28381	0.999965	73	1	-4.1716	VVA_plus
GALK2	10	0.55488	0.55707	0.999965	180	1	-4.1779	VVA_plus
GLCE	12	0.24419	0.35591	0.999965	98	2	-4.1789	VVA_plus
ST3GAL1	12	0.13719	0.23566	0.999965	62	2	-4.1804	VVA_plus
ALG2	12	0.90495	0.90503	0.999965	306	0	-4.1817	VVA_plus
COG7	11	0.86199	0.8621	0.999965	287	0	-4.1827	VVA_plus
SLC35E4	12	0.29572	0.41078	0.999965	113	1	-4.1833	VVA_plus
HYAL4	14	0.76969	0.7685	0.999965	249	0	-4.1844	VVA_plus
IDUA	12	0.10287	0.19684	0.999965	49	1	-4.1971	VVA_plus
CTBS	12	0.5317	0.55304	0.999965	174	1	-4.212	VVA_plus
COG1	11	0.90634	0.90612	0.999965	308	0	-4.2273	VVA_plus
FUT8	13	0.80839	0.80845	0.999965	271	0	-4.2286	VVA_plus
A4GNT	12	0.42837	0.48332	0.999965	140	1	-4.2363	VVA_plus
NAGLU	12	0.80258	0.80363	0.999965	269	0	-4.2416	VVA_plus
PAPSS2	12	0.31748	0.42164	0.999965	120	1	-4.2421	VVA_plus
B4GALT6	11	0.25122	0.36433	0.999965	99	2	-4.2495	VVA_plus
UGT1A9	6	0.37448	0.37593	0.999965	129	1	-4.2532	VVA_plus
NEU2	12	0.21421	0.32091	0.999965	86	2	-4.2562	VVA_plus
SLC35D2	10	0.73212	0.73228	0.999965	240	0	-4.2578	VVA_plus
SLC35E3	12	0.049642	0.1133	0.999965	30	3	-4.2586	VVA_plus
SLC35B3	11	0.67862	0.67809	0.999965	220	0	-4.2898	VVA_plus
XXYLT1	11	0.58825	0.59057	0.999965	188	1	-4.2911	VVA_plus
SULT1C4	11	0.12681	0.21569	0.999965	58	2	-4.2934	VVA_plus
UXS1	12	0.068858	0.14912	0.999965	38	3	-4.3274	VVA_plus
SGSH	12	0.63129	0.6335	0.999965	206	1	-4.3295	VVA_plus
GMPPA	11	0.93822	0.93799	0.999965	318	0	-4.3326	VVA_plus
B4GALT3	13	0.43524	0.50361	0.999965	142	1	-4.3425	VVA_plus
STS	11	0.65393	0.65298	0.999965	211	0	-4.3565	VVA_plus
ST8SIA5	11	0.81129	0.81092	0.999965	273	0	-4.3583	VVA_plus
PIGQ	12	0.082561	0.17367	0.999965	45	2	-4.3596	VVA_plus
POMGNT2	12	0.11776	0.21425	0.999965	56	2	-4.3623	VVA_plus
MGAT1	10	0.45698	0.47602	0.999965	152	1	-4.3635	VVA_plus
HS2ST1	12	0.44456	0.49371	0.999965	147	1	-4.367	VVA_plus
KHK	11	0.6195	0.6195	0.999965	199	1	-4.372	VVA_plus
B4GALNT2	14	0.021614	0.064409	0.999965	15	4	-4.3722	VVA_plus
SLC35F3	13	0.70518	0.70422	0.999965	229	0	-4.3739	VVA_plus
GYLTL1B	12	0.094569	0.18782	0.999965	47	2	-4.3754	VVA_plus
HS6ST1	12	0.25494	0.36856	0.999965	101	1	-4.3872	VVA_plus
B3GALT1	12	0.040331	0.095941	0.999965	26	2	-4.3915	VVA_plus
EXTL3	11	0.18005	0.27941	0.999965	79	1	-4.3915	VVA_plus
ST8SIA4	11	0.031816	0.079166	0.999965	21	2	-4.3921	VVA_plus
DPM2	10	0.79241	0.79101	0.999965	263	0	-4.3962	VVA_plus
ARSF	12	0.77087	0.77135	0.999965	252	0	-4.3963	VVA_plus
TPST1	12	0.70619	0.70617	0.999965	230	0	-4.4089	VVA_plus
UAP1	11	0.30147	0.39264	0.999965	115	1	-4.4108	VVA_plus
UGT2B28	7	0.6087	0.60676	0.999965	192	0	-4.4108	VVA_plus
SULT1C3	10	0.17683	0.27127	0.999965	75	2	-4.4115	VVA_plus
B4GALT1	11	0.051136	0.11632	0.999965	31	3	-4.4123	VVA_plus
ABO	10	0.0081022	0.025007	0.788871	11	3	-4.4172	VVA_plus
GALNT8	10	0.47287	0.4886	0.999965	156	1	-4.4209	VVA_plus
FUT6	10	0.62207	0.62156	0.999965	201	0	-4.4235	VVA_plus
GCNT4	9	0.1791	0.27259	0.999965	78	1	-4.4338	VVA_plus
LAMP2	13	0.4784	0.52928	0.999965	158	1	-4.4386	VVA_plus
FUT1	12	0.40421	0.46879	0.999965	134	1	-4.4401	VVA_plus
MANBA	9	0.37638	0.40549	0.999965	130	1	-4.4492	VVA_plus
CHST8	15	0.46818	0.55633	0.999965	154	1	-4.4528	VVA_plus
HYAL1	14	0.31098	0.43626	0.999965	117	1	-4.4542	VVA_plus
GM2A	10	0.67263	0.67338	0.999965	217	0	-4.4573	VVA_plus
HS3ST4	13	0.61285	0.62153	0.999965	196	1	-4.4696	VVA_plus
COG6	11	0.41495	0.46106	0.999965	137	1	-4.4819	VVA_plus
CHST6	10	0.83224	0.83206	0.999965	281	0	-4.4912	VVA_plus
FUCA1	11	0.13247	0.22227	0.999965	60	2	-4.4973	VVA_plus
UGT2B4	12	0.25584	0.36956	0.999965	102	2	-4.4977	VVA_plus
MOGS	13	0.74329	0.74286	0.999965	245	0	-4.5043	VVA_plus
GALK1	12	0.89898	0.89914	0.999965	303	0	-4.5103	VVA_plus
GAL3ST3	15	0.27186	0.39952	0.999965	109	2	-4.5171	VVA_plus
CSGALNACT1	13	0.16834	0.27817	0.999965	72	1	-4.5175	VVA_plus
HS3ST5	14	0.15001	0.27006	0.999965	67	2	-4.5182	VVA_plus
ST8SIA2	9	0.73897	0.73934	0.999965	242	0	-4.5263	VVA_plus
PIGB	10	0.48417	0.49721	0.999965	163	1	-4.5349	VVA_plus
B3GNT3	13	0.79354	0.79348	0.999965	265	0	-4.5416	VVA_plus
CHPF	14	0.38719	0.49939	0.999965	133	1	-4.5439	VVA_plus
FUT3	12	0.48901	0.52333	0.999965	164	1	-4.55	VVA_plus
GFPT1	10	0.88744	0.88688	0.999965	297	0	-4.5556	VVA_plus
GCNT3	13	0.098408	0.20276	0.999965	48	3	-4.5577	VVA_plus
GALNT10	13	0.52351	0.55819	0.999965	172	1	-4.5637	VVA_plus
POFUT1	14	0.28162	0.40394	0.999965	112	2	-4.5657	VVA_plus
HS3ST3A1	10	0.068215	0.13648	0.999965	37	2	-4.5681	VVA_plus
NPL	15	0.45104	0.54827	0.999965	149	1	-4.5735	VVA_plus
ALG14	12	0.7254	0.72547	0.999965	238	0	-4.5738	VVA_plus
FUT2	13	0.41747	0.49395	0.999965	138	1	-4.576	VVA_plus
GALNT2	12	0.72165	0.72145	0.999965	236	0	-4.58	VVA_plus
UGGT2	13	0.35884	0.46437	0.999965	126	1	-4.5819	VVA_plus
NDST1	11	0.46753	0.49557	0.999965	153	1	-4.5821	VVA_plus
ST6GALNAC5	13	0.66433	0.66546	0.999965	214	1	-4.5852	VVA_plus
GUSB	13	0.75793	0.75759	0.999965	246	0	-4.587	VVA_plus
CHST15	12	0.65495	0.65541	0.999965	212	1	-4.5982	VVA_plus
SLC35A3	10	0.62732	0.62698	0.999965	203	0	-4.6093	VVA_plus
IDS	9	0.77037	0.76959	0.999965	251	0	-4.6095	VVA_plus
B3GAT3	10	0.5349	0.53941	0.999965	175	1	-4.6147	VVA_plus
B3GNT5	9	0.12994	0.20825	0.999965	59	1	-4.6193	VVA_plus
COG3	13	0.41345	0.49185	0.999965	135	1	-4.624	VVA_plus
HS6ST3	12	0.11676	0.21299	0.999965	55	2	-4.6292	VVA_plus
ARSD	12	0.82719	0.82791	0.999965	278	0	-4.639	VVA_plus
ARSE	12	0.78542	0.78658	0.999965	259	0	-4.6445	VVA_plus
ST3GAL3	8	0.94892	0.94953	0.999965	324	0	-4.6534	VVA_plus
SULF2	12	0.48072	0.5175	0.999965	161	1	-4.6544	VVA_plus
MAN1C1	12	0.51157	0.5384	0.999965	169	1	-4.6561	VVA_plus
B3GNT6	13	0.022127	0.064797	0.999965	16	4	-4.6636	VVA_plus
MAN1A1	11	0.21208	0.31761	0.999965	85	1	-4.6743	VVA_plus
NDST2	13	0.2275	0.34172	0.999965	92	1	-4.6794	VVA_plus
RENBP	11	0.69983	0.69862	0.999965	223	0	-4.6814	VVA_plus
CHPF2	12	0.6239	0.62721	0.999965	202	1	-4.6843	VVA_plus
HYAL3	12	0.59165	0.59986	0.999965	189	1	-4.685	VVA_plus
GALNT5	11	0.077773	0.15861	0.999965	42	2	-4.6921	VVA_plus
GAA	12	0.61257	0.61756	0.999965	195	1	-4.6992	VVA_plus
B3GNT8	12	0.04534	0.10531	0.999965	28	3	-4.7014	VVA_plus
LAMP1	14	0.95425	0.95389	0.999965	326	0	-4.7076	VVA_plus
CHST2	12	0.47231	0.51179	0.999965	155	1	-4.7082	VVA_plus
GALNT13	12	0.020265	0.057821	0.999965	14	2	-4.7115	VVA_plus
MFNG	12	0.57528	0.58663	0.999965	185	1	-4.7144	VVA_plus
PIGP	11	0.81006	0.80958	0.999965	272	0	-4.7154	VVA_plus
SULF1	12	0.21764	0.32493	0.999965	89	2	-4.7181	VVA_plus
SULT1A2	14	0.33861	0.46597	0.999965	124	2	-4.7186	VVA_plus
FPGT	11	0.7267	0.72564	0.999965	239	0	-4.7245	VVA_plus
CHST12	12	0.21932	0.32697	0.999965	90	1	-4.7267	VVA_plus
B4GALT2	10	0.36918	0.41461	0.999965	128	1	-4.7351	VVA_plus
FUT5	11	0.33688	0.41296	0.999965	123	1	-4.7407	VVA_plus
ST3GAL2	13	0.054478	0.12457	0.999965	33	3	-4.7407	VVA_plus
FUT4	14	0.71437	0.71271	0.999965	233	1	-4.7446	VVA_plus
ASAH2	11	0.97504	0.97527	0.999965	333	0	-4.7523	VVA_plus
GANAB	12	0.43921	0.49037	0.999965	145	1	-4.7532	VVA_plus
DAD1	7	0.80825	0.80794	0.999965	270	0	-4.759	VVA_plus
GALNT11	11	0.63985	0.6393	0.999965	208	0	-4.7615	VVA_plus
SLC35F1	10	0.89435	0.89404	0.999965	300	0	-4.7647	VVA_plus
CSGALNACT2	10	0.92789	0.92728	0.999965	316	0	-4.7767	VVA_plus
CHSY1	12	0.55687	0.57179	0.999965	181	1	-4.7776	VVA_plus
CTSA	11	0.24373	0.35597	0.999965	97	2	-4.7854	VVA_plus
LCT	10	0.70201	0.70202	0.999965	226	0	-4.7871	VVA_plus
HS6ST2	12	0.38499	0.45792	0.999965	131	1	-4.7878	VVA_plus
POFUT2	14	0.26127	0.38301	0.999965	103	2	-4.7961	VVA_plus
PGM1	13	0.31832	0.44322	0.999965	121	1	-4.7961	VVA_plus
CHST14	12	0.7677	0.7683	0.999965	248	0	-4.7965	VVA_plus
MGAT3	11	0.69512	0.69387	0.999965	221	0	-4.799	VVA_plus
GALNT9	12	0.94712	0.94722	0.999965	323	0	-4.8016	VVA_plus
GALNT7	11	0.5085	0.52571	0.999965	167	1	-4.8019	VVA_plus
HS3ST6	9	0.53844	0.53758	0.999965	177	1	-4.8117	VVA_plus
ALG10	12	0.86287	0.86388	0.999965	288	0	-4.815	VVA_plus
GNS	11	0.97655	0.97677	0.999965	334	0	-4.8208	VVA_plus
ALG1	11	0.6298	0.62937	0.999965	205	1	-4.8208	VVA_plus
GLA	11	0.99346	0.99362	0.999965	341	0	-4.8303	VVA_plus
ST6GALNAC4	11	0.62181	0.62182	0.999965	200	1	-4.8449	VVA_plus
SLC35E1	11	0.79341	0.79264	0.999965	264	0	-4.8509	VVA_plus
NDST4	10	0.61028	0.60963	0.999965	193	0	-4.8695	VVA_plus
UGT1A7	7	0.10834	0.17682	0.999965	52	2	-4.8752	VVA_plus
SLC35A5	10	0.70116	0.70117	0.999965	224	0	-4.8759	VVA_plus
LARGE	12	0.079002	0.16732	0.999965	43	2	-4.8783	VVA_plus
UGT1A8	7	0.32279	0.33915	0.999965	122	1	-4.88	VVA_plus
GNB1	12	0.92069	0.92081	0.999965	313	0	-4.8845	VVA_plus
GALT	11	0.73848	0.73769	0.999965	241	0	-4.8869	VVA_plus
ST6GALNAC3	12	0.038878	0.093009	0.999965	25	2	-4.889	VVA_plus
B3GALT5	10	0.99683	0.99673	0.999965	342	0	-4.8892	VVA_plus
CHST7	10	0.67356	0.67427	0.999965	218	0	-4.8919	VVA_plus
POMT2	11	0.80253	0.80234	0.999965	268	0	-4.8943	VVA_plus
FUT10	10	0.30436	0.37387	0.999965	116	1	-4.8947	VVA_plus
NAGA	13	0.22053	0.33371	0.999965	91	2	-4.8977	VVA_plus
HAS3	14	0.51487	0.56589	0.999965	170	1	-4.9018	VVA_plus
B3GAT2	12	0.18817	0.29203	0.999965	81	2	-4.904	VVA_plus
A4GALT	11	0.83603	0.83589	0.999965	283	0	-4.904	VVA_plus
RPN2	10	0.6526	0.65243	0.999965	210	0	-4.9132	VVA_plus
UGT1A3	7	0.51151	0.51122	0.999965	168	0	-4.9184	VVA_plus
DPAGT1	12	0.14862	0.2482	0.999965	66	1	-4.9185	VVA_plus
RFNG	11	0.31544	0.40031	0.999965	119	1	-4.9222	VVA_plus
LFNG	11	0.43187	0.47184	0.999965	141	1	-4.9258	VVA_plus
COG2	11	0.13342	0.22339	0.999965	61	2	-4.9282	VVA_plus
CHST4	13	0.26944	0.38728	0.999965	107	2	-4.9384	VVA_plus
UGT8	14	0.183	0.30324	0.999965	80	1	-4.9509	VVA_plus
B3GALT4	11	0.86564	0.86608	0.999965	289	0	-4.9547	VVA_plus
GAL3ST2	11	0.98453	0.98455	0.999965	336	0	-4.9547	VVA_plus
MAN1B1	13	0.066211	0.14556	0.999965	35	2	-4.9547	VVA_plus
NEU3	11	0.52436	0.53855	0.999965	173	1	-4.9571	VVA_plus
B3GNT7	11	0.70262	0.70145	0.999965	227	0	-4.9592	VVA_plus
CHST13	14	0.96389	0.96343	0.999965	329	0	-4.969	VVA_plus
ALG8	12	0.72447	0.72444	0.999965	237	0	-4.9743	VVA_plus
LAMP3	13	0.0049354	0.01818	0.759579	7	1	-4.9786	VVA_plus
STT3A	10	0.9684	0.96823	0.999965	331	0	-4.9811	VVA_plus
SLC35F5	13	0.44871	0.51122	0.999965	148	1	-4.9872	VVA_plus
GALNT17	10	0.73977	0.74013	0.999965	244	0	-5.0047	VVA_plus
ALG12	11	0.71444	0.71331	0.999965	234	0	-5.0082	VVA_plus
B3GALNT2	10	0.88815	0.88772	0.999965	298	0	-5.0399	VVA_plus
MGEA5	12	0.83259	0.83379	0.999965	282	0	-5.0441	VVA_plus
RPN1	11	0.72063	0.71978	0.999965	235	0	-5.0445	VVA_plus
HK3	12	0.441	0.49155	0.999965	146	1	-5.0451	VVA_plus
UGT1A4	6	0.50631	0.50571	0.999965	166	0	-5.0479	VVA_plus
ALG5	11	0.9726	0.97275	0.999965	332	0	-5.0542	VVA_plus
MGAT4B	11	0.69701	0.69589	0.999965	222	0	-5.0646	VVA_plus
PMM1	10	0.82761	0.82707	0.999965	279	0	-5.0683	VVA_plus
AGA	11	0.38694	0.44269	0.999965	132	1	-5.0749	VVA_plus
HAS2	12	0.48405	0.51988	0.999965	162	1	-5.0764	VVA_plus
UGT1A5	8	0.93493	0.93618	0.999965	317	0	-5.0772	VVA_plus
B3GALNT1	13	0.0066392	0.022901	0.788871	10	3	-5.0789	VVA_plus
GALNT15	9	0.76975	0.76898	0.999965	250	0	-5.0851	VVA_plus
ST6GALNAC2	11	0.94497	0.9448	0.999965	321	0	-5.092	VVA_plus
EXTL1	12	0.028647	0.0738	0.999965	19	2	-5.0942	VVA_plus
GALNT1	13	0.99706	0.99746	0.999965	344	0	-5.0953	VVA_plus
GAL3ST4	12	0.28011	0.39754	0.999965	111	1	-5.0993	VVA_plus
TPST2	10	0.98783	0.98751	0.999965	340	0	-5.1012	VVA_plus
SLC35D1	10	0.17796	0.27268	0.999965	76	1	-5.1059	VVA_plus
ST6GALNAC6	13	0.7395	0.73901	0.999965	243	0	-5.1354	VVA_plus
GNPDA1	11	0.34452	0.41723	0.999965	125	1	-5.1394	VVA_plus
POMT1	12	0.11655	0.21276	0.999965	54	2	-5.1434	VVA_plus
GBGT1	13	0.24299	0.35885	0.999965	96	2	-5.152	VVA_plus
GALNT16	13	0.78251	0.78251	0.999965	256	0	-5.185	VVA_plus
GNB2L1	12	0.87827	0.87895	0.999965	292	0	-5.1878	VVA_plus
MAN1A2	12	0.98588	0.98601	0.999965	339	0	-5.1913	VVA_plus
UGT2B10	6	0.90592	0.90607	0.999965	307	0	-5.1946	VVA_plus
ACER2	8	0.070507	0.12544	0.999965	39	2	-5.1997	VVA_plus
HS3ST1	11	0.78459	0.78398	0.999965	258	0	-5.1997	VVA_plus
DSEL	13	0.64834	0.65135	0.999965	209	1	-5.1997	VVA_plus
CHST9	11	0.78321	0.78259	0.999965	257	0	-5.207	VVA_plus
ST3GAL6	14	0.88839	0.88714	0.999965	299	0	-5.2266	VVA_plus
NEU4	12	0.41918	0.47755	0.999965	139	1	-5.235	VVA_plus
B4GALNT3	12	0.57389	0.58565	0.999965	184	1	-5.2609	VVA_plus
B3GNT2	11	0.78802	0.78745	0.999965	261	0	-5.2612	VVA_plus
UGDH	13	0.29728	0.41923	0.999965	114	2	-5.2673	VVA_plus
COG8	12	0.98297	0.98293	0.999965	335	0	-5.2812	VVA_plus
DDOST	10	0.95227	0.95152	0.999965	325	0	-5.2855	VVA_plus
GALNT4	12	0.57805	0.58869	0.999965	186	1	-5.2857	VVA_plus
UGT2A1	11	0.83764	0.83775	0.999965	284	0	-5.2927	VVA_plus
CHST1	13	0.85465	0.85447	0.999965	286	0	-5.3046	VVA_plus
XYLT1	12	0.95953	0.95947	0.999965	327	0	-5.3053	VVA_plus
ALG3	13	0.90709	0.90732	0.999965	309	0	-5.3351	VVA_plus
ST3GAL5	12	0.13805	0.23652	0.999965	63	1	-5.3585	VVA_plus
SLC35F4	10	0.61353	0.61293	0.999965	197	0	-5.3692	VVA_plus
ALG9	15	0.90833	0.90907	0.999965	310	0	-5.3909	VVA_plus
NDST3	12	0.82288	0.82337	0.999965	276	0	-5.3911	VVA_plus
PMM2	11	0.36143	0.42718	0.999965	127	1	-5.3936	VVA_plus
GLB1	11	0.94041	0.94013	0.999965	319	0	-5.4087	VVA_plus
ALG10B	12	0.78167	0.78248	0.999965	254	0	-5.4098	VVA_plus
DPM3	9	0.9265	0.92703	0.999965	315	0	-5.4123	VVA_plus
B4GALT5	11	0.88727	0.88669	0.999965	296	0	-5.4218	VVA_plus
GFPT2	11	0.31148	0.39796	0.999965	118	1	-5.4266	VVA_plus
COG4	9	0.82473	0.8245	0.999965	277	0	-5.4289	VVA_plus
MAN2B1	11	0.12237	0.21054	0.999965	57	1	-5.4313	VVA_plus
SLC35F2	13	0.91141	0.9116	0.999965	312	0	-5.436	VVA_plus
UGCG	11	0.67662	0.6759	0.999965	219	0	-5.4407	VVA_plus
OGT	10	0.897	0.89646	0.999965	302	0	-5.471	VVA_plus
FUT11	10	0.98481	0.98456	0.999965	338	0	-5.4865	VVA_plus
UGP2	13	0.98478	0.98497	0.999965	337	0	-5.5098	VVA_plus
ARSA	11	0.65921	0.65822	0.999965	213	0	-5.5534	VVA_plus
CMAHP	10	0.78743	0.78627	0.999965	260	0	-5.5588	VVA_plus
UST	13	0.99692	0.99733	0.999965	343	0	-5.5622	VVA_plus
SLC35A2	8	0.26138	0.30784	0.999965	104	1	-5.5669	VVA_plus
PIGH	11	0.96281	0.9627	0.999965	328	0	-5.5749	VVA_plus
STT3B	12	0.87559	0.8765	0.999965	290	0	-5.5982	VVA_plus
MPI	12	0.91027	0.91015	0.999965	311	0	-5.6042	VVA_plus
HS3ST3B1	12	0.78837	0.78918	0.999965	262	0	-5.6251	VVA_plus
B4GALT7	12	0.077242	0.164	0.999965	41	2	-5.6291	VVA_plus
HK1	10	0.5811	0.58184	0.999965	187	1	-5.6592	VVA_plus
ST6GAL2	11	0.18932	0.29064	0.999965	82	1	-5.6705	VVA_plus
ALG11	11	0.88436	0.88404	0.999965	293	0	-5.678	VVA_plus
B3GALT6	11	0.45641	0.48816	0.999965	151	1	-5.6807	VVA_plus
EXT1	12	0.10562	0.20021	0.999965	50	1	-5.7032	VVA_plus
DPM1	12	0.99996	0.99997	0.999965	347	0	-5.7192	VVA_plus
ALG6	10	0.99908	0.99911	0.999965	345	0	-5.7409	VVA_plus
EOGT	14	0.41368	0.51238	0.999965	136	1	-5.766	VVA_plus
SULT1A3	10	0.50206	0.51163	0.999965	165	1	-5.785	VVA_plus
SLC35B4	14	0.96731	0.96717	0.999965	330	0	-5.8664	VVA_plus
B4GALNT1	10	0.83173	0.83157	0.999965	280	0	-6.0841	VVA_plus
SMPD1	13	0.92266	0.92299	0.999965	314	0	-6.0903	VVA_plus
GPI	11	0.99976	0.99978	0.999965	346	0	-6.1228	VVA_plus
GCNT2	12	0.90009	0.90034	0.999965	304	0	-6.2658	VVA_plus
GALE	12	0.71305	0.71273	0.999965	231	0	-6.3494	VVA_plus
HPSE	11	0.16122	0.25678	0.999965	70	1	-6.806	VVA_plus
